Date,Open,High,Low,Close,Adj Close,Volume
2007-01-02,27.435236,27.440189,26.818462,26.957174,22.369938,277331
2007-01-03,27.346064,27.346064,26.850664,26.981945,22.390491,137848
2007-01-04,26.999285,27.118179,26.578194,26.731768,22.182884,68409
2007-01-05,27.440189,27.440189,26.555901,26.798647,22.238380,44287
2007-01-08,26.850664,26.986898,26.362696,26.756538,22.203440,40633
2007-01-09,26.558378,27.370834,26.157104,26.754061,22.201387,52462
2007-01-10,26.808556,27.197445,25.958944,26.122427,21.677240,93136
2007-01-11,26.461775,26.652504,26.181875,26.491499,21.983507,186273
2007-01-12,26.454344,29.674442,26.454344,28.118889,23.333969,1964090
2007-01-15,28.980883,30.167364,28.346771,28.554838,23.695732,1645560
2007-01-16,28.970976,29.463898,27.992561,28.554838,23.695732,856722
2007-01-17,28.956114,28.956114,28.237783,28.383926,23.553909,384336
2007-01-18,28.708412,28.931343,28.004946,28.193197,23.395630,776847
2007-01-19,28.287323,29.278124,26.256186,27.972746,23.212694,1556157
2007-01-22,28.460712,28.460712,27.796879,27.910820,23.161304,243682
2007-01-23,27.799355,28.185766,27.504593,27.720091,23.073301,284901
2007-01-24,27.841463,28.138702,27.246984,27.514500,22.902174,200363
2007-01-25,27.593763,28.287323,27.549177,27.970268,23.281538,259810
2007-01-29,28.378971,29.176565,28.044579,28.443375,23.675339,3854745
2007-01-31,28.733183,28.928865,28.336863,28.413651,23.650597,249778
2007-02-01,28.634104,28.782722,27.990084,28.470621,23.698013,196810
2007-02-02,28.733183,28.733183,28.386402,28.490437,23.714512,159325
2007-02-05,28.559793,28.733183,28.257599,28.495392,23.718632,865341
2007-02-06,28.510254,28.510254,27.990084,28.193197,23.467100,1678967
2007-02-07,28.435944,29.079964,28.138702,28.232828,23.500086,218490
2007-02-08,28.433466,28.730705,28.287323,28.512730,23.733065,241804
2007-02-09,28.832264,29.079964,27.742384,28.222921,23.491837,571942
2007-02-12,28.733183,28.980883,27.346064,27.846418,23.178450,428845
2007-02-13,27.940544,28.336863,27.358450,27.430283,22.832073,323657
2007-02-14,27.494684,28.378971,25.822710,28.081734,23.374313,526463
2007-02-15,28.728230,29.079964,28.252645,28.968498,24.112427,573880
2007-02-19,29.471329,29.723984,29.129503,29.439129,24.504169,452987
2007-02-20,29.575363,29.624903,28.485483,28.700981,23.889761,735123
